"Year","Trt","HarvestState","Mean","x5","x25","x75","x95","Species","Model"
2013,"Control","Timbered",0.511792594614649,0.359375246831741,0.435065807718524,0.580654164032048,0.67494259332543,"ENES","Occupancy"
2013,"Control","Timbered",0.513308713366779,0.403783463756315,0.46798210336559,0.557150816788188,0.618389156929459,"OSS","Occupancy"
2013,"Control","Timbered",0.569353629685651,0.391580307119619,0.493956667792988,0.655968331299521,0.854589640449845,"ENES","Abundance"
2013,"Control","Timbered",0.806972713657975,0.568924212756664,0.67531332926928,0.938422714587295,1.18011085750404,"OSS","Abundance"
2013,"Treatment","Timbered",0.445669602161574,0.349643052370848,0.403776975293061,0.487152531890854,0.549408664804294,"OSS","Occupancy"
2013,"Treatment","Timbered",0.525286139456952,0.373462595593415,0.456894517365451,0.594516531916923,0.681851602666979,"ENES","Occupancy"
2013,"Treatment","Timbered",0.579518768573907,0.39748074404134,0.498330319471665,0.659522041172725,0.865842320083033,"ENES","Abundance"
2013,"Treatment","Timbered",0.620381564451358,0.450147336573896,0.525865477975132,0.719585058912084,0.894819258006382,"OSS","Abundance"
2014,"Control","Timbered",0.594835593074819,0.458113189649208,0.534690483392003,0.643297058987344,0.724888299911485,"OSS","Occupancy"
2014,"Control","Timbered",0.880258769545641,0.737904746093847,0.830298340647724,0.915819391721273,0.95475613580512,"ENES","Occupancy"
2014,"Control","Timbered",1.09460617266627,0.718140783958423,0.951517183191412,1.27253739699426,1.62883472259926,"ENES","Abundance"
2014,"Control","Timbered",1.10007990947395,0.71700926563197,0.89862314422986,1.30757214889243,1.893822585774,"OSS","Abundance"
2014,"Treatment","Timbered",0.52811074438593,0.395165388698041,0.473906648141304,0.575686130958448,0.653045613329894,"OSS","Occupancy"
2014,"Treatment","Timbered",0.84571545445118,0.517628283139211,0.688913319645111,1.00432543915009,1.42013626234387,"OSS","Abundance"
2014,"Treatment","Timbered",0.885839932759804,0.756717981850837,0.834901756251671,0.916553359377319,0.95864588142146,"ENES","Occupancy"
2014,"Treatment","Timbered",1.11414907744979,0.778534507985636,0.961576097830982,1.2939038087096,1.6180534835168,"ENES","Abundance"
2015,"Control","Timbered",0.433038761846312,0.32433396009739,0.379042000865197,0.490243071039747,0.558282593233243,"OSS","Occupancy"
2015,"Control","Timbered",0.685618583169613,0.444642683387213,0.561133504096383,0.822067303891869,1.2433487998342,"OSS","Abundance"
2015,"Control","Timbered",0.685917472564646,0.448382501045504,0.579118062254109,0.813915231204951,1.04779549691636,"ENES","Abundance"
2015,"Control","Timbered",0.737331932701423,0.518802126402239,0.644921671299642,0.802176866359176,0.891972577415075,"ENES","Occupancy"
2015,"Treatment","Timbered",0.367979605694762,0.262741498398791,0.315427402894504,0.4155991073797,0.503666412479462,"OSS","Occupancy"
2015,"Treatment","Timbered",0.527087374882374,0.32541121992632,0.426222699216768,0.643548999717475,0.913087114106243,"OSS","Abundance"
2015,"Treatment","Timbered",0.698163721663561,0.469391625872763,0.576493045266742,0.820003272816767,1.05763708669283,"ENES","Abundance"
2015,"Treatment","Timbered",0.747665261143917,0.559609710969862,0.67152090923368,0.810664378518309,0.882734175952613,"ENES","Occupancy"
2016,"Control","Timbered",0.36523854575383,0.248135324210057,0.315496255537413,0.418232370123551,0.508792528516219,"OSS","Occupancy"
2016,"Control","Timbered",0.388145811047937,0.241064226312503,0.322015428024146,0.456547329607005,0.565839340914665,"ENES","Occupancy"
2016,"Control","Timbered",0.529175774373474,0.338294197908077,0.452781537616629,0.621599101439849,0.826359559089174,"ENES","Abundance"
2016,"Control","Timbered",0.779408719394918,0.489826488704741,0.623663253100758,0.968853966834989,1.28365970239196,"OSS","Abundance"
2016,"Treatment","Cut",0.114611032897875,0.0538559752685663,0.080841614888605,0.154524609204274,0.222389036330493,"ENES","Occupancy"
2016,"Treatment","Cut",0.220784273367243,0.117502968547283,0.172208186783374,0.276242835254681,0.452288053508916,"ENES","Abundance"
2016,"Treatment","Cut",0.323506035212634,0.189139318848992,0.260494227132786,0.394707422667621,0.508828461851277,"OSS","Occupancy"
2016,"Treatment","Cut",0.516924252612479,0.28016485579112,0.418185597654175,0.6460502165462,0.862450578612792,"OSS","Abundance"
2017,"Control","Timbered",0.338172226070198,0.242058885393664,0.295906142903718,0.382738105646977,0.467615865890336,"OSS","Occupancy"
2017,"Control","Timbered",0.489849796047537,0.336928846507771,0.423121345329238,0.556329103362443,0.6450281280857,"ENES","Occupancy"
2017,"Control","Timbered",0.507177545062299,0.355716968276548,0.432475312018097,0.585115872852538,0.776870392367033,"OSS","Abundance"
2017,"Control","Timbered",0.653384041467237,0.46285502775899,0.557691157650226,0.754614726378698,0.900662808187203,"ENES","Abundance"
2017,"Treatment","Cut",0.163833587233432,0.0976944220025842,0.129277782154818,0.2024444120524,0.27925444158029,"ENES","Occupancy"
2017,"Treatment","Cut",0.272606811972622,0.16775776913295,0.221768973758046,0.333630724745277,0.475195664626661,"ENES","Abundance"
2017,"Treatment","Cut",0.29808006235028,0.210174850052632,0.256441379709983,0.34001191249678,0.421071513426216,"OSS","Occupancy"
2017,"Treatment","Cut",0.336373416025797,0.230688181759373,0.288835716793562,0.393343905075554,0.502891154819379,"OSS","Abundance"
2018,"Control","Timbered",0.358470465958763,0.260497995023234,0.313328339316253,0.403376276204911,0.471186137244564,"OSS","Occupancy"
2018,"Control","Timbered",0.46369713313096,0.309722523388853,0.395008087306325,0.535610048694217,0.627121975778293,"ENES","Occupancy"
2018,"Control","Timbered",0.511676499471265,0.367079223168173,0.438519993715579,0.597352876255731,0.729182846185679,"OSS","Abundance"
2018,"Control","Timbered",0.629394760863472,0.431566001671801,0.532003528418924,0.74085079618241,0.961577911189618,"ENES","Abundance"
2018,"Treatment","Cut",0.149969855895651,0.0812110544313653,0.114115896337214,0.195008436658506,0.260541862400816,"ENES","Occupancy"
2018,"Treatment","Cut",0.262597933745012,0.159391964527786,0.208053362685247,0.321981657704007,0.439971279123346,"ENES","Abundance"
2018,"Treatment","Cut",0.317124930734707,0.208262257113452,0.264261441941299,0.370043357606926,0.453126302332494,"OSS","Occupancy"
2018,"Treatment","Cut",0.339357240285805,0.211103869637478,0.270579190583827,0.426632585627999,0.53993433879113,"OSS","Abundance"
2019,"Control","Timbered",0.38318971339793,0.265024127594346,0.329292742306496,0.421619518799333,0.558977534197163,"OSS","Occupancy"
