"","stand","year","subplot","long","lat","elev"
"1","10078",2013,1,-122.394970127203,45.095072107983,1850
"2","10078",2013,2,-122.394970127203,45.095072107983,1850
"3","10078",2013,3,-122.394970127203,45.095072107983,1850
"4","10078",2013,4,-122.394970127203,45.095072107983,1850
"5","10078",2013,5,-122.394970127203,45.095072107983,1850
"6","10078",2013,6,-122.394970127203,45.095072107983,1850
"7","10078",2014,1,-122.39488395,45.09505305,1850
"8","10078",2014,2,-122.39488395,45.09505305,1850
"9","10078",2014,3,-122.39488395,45.09505305,1850
"10","10078",2014,4,-122.39488395,45.09505305,1850
"11","10078",2014,5,-122.39488395,45.09505305,1850
"12","10078",2014,6,-122.39488395,45.09505305,1850
"13","10078",2014,7,-122.39488395,45.09505305,1850
"14","10078",2015,1,-122.395863468,45.0957369622,1850
"15","10078",2015,2,-122.395863468,45.0957369622,1850
"16","10078",2015,3,-122.395863468,45.0957369622,1850
"17","10078",2015,4,-122.395863468,45.0957369622,1850
"18","10078",2015,5,-122.395863468,45.0957369622,1850
"19","10078",2015,6,-122.395863468,45.0957369622,1850
"20","10078",2015,7,-122.395863468,45.0957369622,1850
"21","10078",2016,1,-122.396412298486,45.0958209442486,1850
"22","10078",2016,2,-122.396412298486,45.0958209442486,1850
"23","10078",2016,3,-122.396412298486,45.0958209442486,1850
"24","10078",2016,4,-122.396412298486,45.0958209442486,1850
"25","10078",2016,5,-122.396412298486,45.0958209442486,1850
"26","10078",2016,6,-122.396412298486,45.0958209442486,1850
"27","10078",2016,7,-122.396412298486,45.0958209442486,1850
"28","10078",2018,1,-122.391420446,45.0937577577,1850
"29","10078",2018,2,-122.391420446,45.0937577577,1850
"30","10078",2018,3,-122.391420446,45.0937577577,1850
"31","10078",2018,4,-122.391420446,45.0937577577,1850
"32","10078",2018,5,-122.391420446,45.0937577577,1850
"33","10078",2018,6,-122.391420446,45.0937577577,1850
"34","10078",2018,7,-122.391420446,45.0937577577,1850
"35","10078",2019,1,-122.393950626162,45.0968493945095,1850
"36","10078",2019,2,-122.393950626162,45.0968493945095,1850
"37","10078",2019,3,-122.393950626162,45.0968493945095,1850
"38","10078",2019,4,-122.393950626162,45.0968493945095,1850
"39","10078",2019,5,-122.393950626162,45.0968493945095,1850
"40","10078",2019,6,-122.393950626162,45.0968493945095,1850
"41","10078",2019,7,-122.393950626162,45.0968493945095,1850
"42","10153",2015,1,-122.34427483,45.11712236,2600
"43","10153",2015,2,-122.34427483,45.11712236,2600
"44","10153",2015,3,-122.34427483,45.11712236,2600
"45","10153",2015,4,-122.34427483,45.11712236,2600
"46","10153",2015,5,-122.34427483,45.11712236,2600
"47","10153",2015,6,-122.34427483,45.11712236,2600
"48","10153",2015,7,-122.34427483,45.11712236,2600
"49","10153",2016,1,-122.343265065005,45.1166596524731,2600
"50","10153",2016,2,-122.343265065005,45.1166596524731,2600
"51","10153",2016,3,-122.343265065005,45.1166596524731,2600
"52","10153",2016,4,-122.343265065005,45.1166596524731,2600
"53","10153",2016,5,-122.343265065005,45.1166596524731,2600
"54","10153",2016,6,-122.343265065005,45.1166596524731,2600
"55","10153",2016,7,-122.343265065005,45.1166596524731,2600
"56","10153",2017,1,-122.341190389666,45.1152153024384,2600
"57","10153",2017,2,-122.341190389666,45.1152153024384,2600
"58","10153",2017,3,-122.341190389666,45.1152153024384,2600
"59","10153",2017,4,-122.341190389666,45.1152153024384,2600
"60","10153",2017,5,-122.341190389666,45.1152153024384,2600
"61","10153",2017,6,-122.341190389666,45.1152153024384,2600
"62","10153",2017,7,-122.341190389666,45.1152153024384,2600
"63","10153",2018,1,-122.340274445,45.1155508319,2600
"64","10153",2018,2,-122.340274445,45.1155508319,2600
"65","10153",2018,3,-122.340274445,45.1155508319,2600
"66","10153",2018,4,-122.340274445,45.1155508319,2600
"67","10153",2018,5,-122.340274445,45.1155508319,2600
"68","10153",2018,6,-122.340274445,45.1155508319,2600
"69","10153",2018,7,-122.340274445,45.1155508319,2600
"70","10153",2019,1,-122.344065217351,45.1153930915928,2600
"71","10153",2019,2,-122.344065217351,45.1153930915928,2600
"72","10153",2019,3,-122.344065217351,45.1153930915928,2600
"73","10153",2019,4,-122.344065217351,45.1153930915928,2600
"74","10153",2019,5,-122.344065217351,45.1153930915928,2600
"75","10153",2019,6,-122.344065217351,45.1153930915928,2600
"76","10153",2019,7,-122.344065217351,45.1153930915928,2600
"77","10185",2013,1,-122.350792107561,45.0899915923988,2100
"78","10185",2013,2,-122.350792107561,45.0899915923988,2100
"79","10185",2013,3,-122.350792107561,45.0899915923988,2100
"80","10185",2013,4,-122.350792107561,45.0899915923988,2100
"81","10185",2013,5,-122.350792107561,45.0899915923988,2100
"82","10185",2013,6,-122.350792107561,45.0899915923988,2100
"83","10185",2013,7,-122.350792107561,45.0899915923988,2100
"84","10185",2014,1,-122.35091109,45.09042484,2100
"85","10185",2014,2,-122.35091109,45.09042484,2100
"86","10185",2014,3,-122.35091109,45.09042484,2100
"87","10185",2014,4,-122.35091109,45.09042484,2100
"88","10185",2014,5,-122.35091109,45.09042484,2100
"89","10185",2014,6,-122.35091109,45.09042484,2100
"90","10185",2014,7,-122.35091109,45.09042484,2100
"91","10185",2015,1,-122.354327763,45.0907813021,2100
"92","10185",2015,2,-122.354327763,45.0907813021,2100
"93","10185",2015,3,-122.354327763,45.0907813021,2100
"94","10185",2015,4,-122.354327763,45.0907813021,2100
"95","10185",2015,5,-122.354327763,45.0907813021,2100
"96","10185",2015,6,-122.354327763,45.0907813021,2100
"97","10185",2015,7,-122.354327763,45.0907813021,2100
"98","10185",2016,1,-122.356856577853,45.093614360822,2100
"99","10185",2016,2,-122.356856577853,45.093614360822,2100
"100","10185",2016,3,-122.356856577853,45.093614360822,2100
"101","10185",2016,4,-122.356856577853,45.093614360822,2100
"102","10185",2016,5,-122.356856577853,45.093614360822,2100
"103","10185",2016,6,-122.356856577853,45.093614360822,2100
"104","10185",2016,7,-122.356856577853,45.093614360822,2100
"105","10185",2017,1,-122.345026337566,45.0882238309346,2100
"106","10185",2017,2,-122.345026337566,45.0882238309346,2100
"107","10185",2017,3,-122.345026337566,45.0882238309346,2100
"108","10185",2017,4,-122.345026337566,45.0882238309346,2100
"109","10185",2017,5,-122.345026337566,45.0882238309346,2100
"110","10185",2017,6,-122.345026337566,45.0882238309346,2100
"111","10185",2017,7,-122.345026337566,45.0882238309346,2100
"112","10185",2018,1,-122.344949012,45.0891928782,2100
"113","10185",2018,2,-122.344949012,45.0891928782,2100
"114","10185",2018,3,-122.344949012,45.0891928782,2100
"115","10185",2018,4,-122.344949012,45.0891928782,2100
"116","10185",2018,5,-122.344949012,45.0891928782,2100
"117","10185",2018,6,-122.344949012,45.0891928782,2100
"118","10185",2018,7,-122.344949012,45.0891928782,2100
"119","10185",2019,1,-122.354398744374,45.0915331551365,2100
"120","10185",2019,2,-122.354398744374,45.0915331551365,2100
"121","10185",2019,3,-122.354398744374,45.0915331551365,2100
"122","10185",2019,4,-122.354398744374,45.0915331551365,2100
"123","10185",2019,5,-122.354398744374,45.0915331551365,2100
"124","10185",2019,6,-122.354398744374,45.0915331551365,2100
"125","10185",2019,7,-122.354398744374,45.0915331551365,2100
"126","10302",2016,1,-122.32184642,45.14823939,2000
"127","10302",2016,2,-122.32184642,45.14823939,2000
"128","10302",2016,3,-122.32184642,45.14823939,2000
"129","10302",2016,4,-122.32184642,45.14823939,2000
"130","10302",2016,5,-122.32184642,45.14823939,2000
"131","10302",2016,6,-122.32184642,45.14823939,2000
"132","10302",2016,7,-122.32184642,45.14823939,2000
"133","10302",2017,1,-122.326694003958,45.1466832228628,2000
"134","10302",2017,2,-122.326694003958,45.1466832228628,2000
"135","10302",2017,3,-122.326694003958,45.1466832228628,2000
"136","10302",2017,4,-122.326694003958,45.1466832228628,2000
"137","10302",2017,5,-122.326694003958,45.1466832228628,2000
"138","10302",2017,6,-122.326694003958,45.1466832228628,2000
"139","10302",2017,7,-122.326694003958,45.1466832228628,2000
"140","10302",2018,1,-122.320578429,45.1470873338,2000
"141","10302",2018,2,-122.320578429,45.1470873338,2000
"142","10302",2018,3,-122.320578429,45.1470873338,2000
"143","10302",2018,4,-122.320578429,45.1470873338,2000
"144","10302",2018,5,-122.320578429,45.1470873338,2000
"145","10302",2018,6,-122.320578429,45.1470873338,2000
"146","10302",2018,7,-122.320578429,45.1470873338,2000
"147","10302",2019,1,-122.320409517596,45.1469862799396,2000
"148","10302",2019,2,-122.320409517596,45.1469862799396,2000
"149","10302",2019,3,-122.320409517596,45.1469862799396,2000
"150","10302",2019,4,-122.320409517596,45.1469862799396,2000
"151","10302",2019,5,-122.320409517596,45.1469862799396,2000
"152","10302",2019,6,-122.320409517596,45.1469862799396,2000
"153","10302",2019,7,-122.320409517596,45.1469862799396,2000
"154","10399",2013,1,-122.397429106108,45.0059569558852,2900
"155","10399",2013,2,-122.397429106108,45.0059569558852,2900
"156","10399",2013,3,-122.397429106108,45.0059569558852,2900
"157","10399",2013,4,-122.397429106108,45.0059569558852,2900
"158","10399",2013,5,-122.397429106108,45.0059569558852,2900
"159","10399",2013,6,-122.397429106108,45.0059569558852,2900
"160","10399",2013,7,-122.397429106108,45.0059569558852,2900
"161","10399",2015,1,-122.401530049,45.0079525276,2900
"162","10399",2015,2,-122.401530049,45.0079525276,2900
"163","10399",2015,3,-122.401530049,45.0079525276,2900
"164","10399",2015,4,-122.401530049,45.0079525276,2900
"165","10399",2015,5,-122.401530049,45.0079525276,2900
"166","10399",2015,6,-122.401530049,45.0079525276,2900
"167","10399",2015,7,-122.401530049,45.0079525276,2900
"168","10399",2016,1,-122.395911559345,45.0048965957406,2900
"169","10399",2016,2,-122.395911559345,45.0048965957406,2900
"170","10399",2016,3,-122.395911559345,45.0048965957406,2900
"171","10399",2016,4,-122.395911559345,45.0048965957406,2900
"172","10399",2016,5,-122.395911559345,45.0048965957406,2900
"173","10399",2016,6,-122.395911559345,45.0048965957406,2900
"174","10399",2016,7,-122.395911559345,45.0048965957406,2900
"175","10399",2017,1,-122.397721528563,45.0077970864865,2900
"176","10399",2017,2,-122.397721528563,45.0077970864865,2900
"177","10399",2017,3,-122.397721528563,45.0077970864865,2900
"178","10399",2017,4,-122.397721528563,45.0077970864865,2900
"179","10399",2017,5,-122.397721528563,45.0077970864865,2900
"180","10399",2017,6,-122.397721528563,45.0077970864865,2900
"181","10399",2017,7,-122.397721528563,45.0077970864865,2900
"182","10399",2018,1,-122.401893837,45.0084899573,2900
"183","10399",2018,2,-122.401893837,45.0084899573,2900
"184","10399",2018,3,-122.401893837,45.0084899573,2900
"185","10399",2018,4,-122.401893837,45.0084899573,2900
"186","10399",2018,5,-122.401893837,45.0084899573,2900
"187","10399",2018,6,-122.401893837,45.0084899573,2900
"188","10399",2018,7,-122.401893837,45.0084899573,2900
"189","10399",2019,1,-122.398580840234,45.0060009573091,2900
"190","10399",2019,2,-122.398580840234,45.0060009573091,2900
"191","10399",2019,3,-122.398580840234,45.0060009573091,2900
"192","10399",2019,4,-122.398580840234,45.0060009573091,2900
"193","10399",2019,5,-122.398580840234,45.0060009573091,2900
"194","10399",2019,6,-122.398580840234,45.0060009573091,2900
"195","10399",2019,7,-122.398580840234,45.0060009573091,2900
"196","10439",2016,1,-122.351810406415,45.14167303057,2500
"197","10439",2016,2,-122.351810406415,45.14167303057,2500
"198","10439",2016,3,-122.351810406415,45.14167303057,2500
"199","10439",2016,4,-122.351810406415,45.14167303057,2500
"200","10439",2016,5,-122.351810406415,45.14167303057,2500
"201","10439",2016,6,-122.351810406415,45.14167303057,2500
"202","10439",2016,7,-122.351810406415,45.14167303057,2500
"203","10439",2017,1,-122.350217009171,45.135881160922,2500
"204","10439",2017,2,-122.350217009171,45.135881160922,2500
"205","10439",2017,3,-122.350217009171,45.135881160922,2500
"206","10439",2017,4,-122.350217009171,45.135881160922,2500
"207","10439",2017,5,-122.350217009171,45.135881160922,2500
"208","10439",2017,6,-122.350217009171,45.135881160922,2500
"209","10439",2017,7,-122.350217009171,45.135881160922,2500
"210","10439",2018,1,-122.352447082,45.1426181307,2500
"211","10439",2018,2,-122.352447082,45.1426181307,2500
"212","10439",2018,3,-122.352447082,45.1426181307,2500
"213","10439",2018,4,-122.352447082,45.1426181307,2500
"214","10439",2018,5,-122.352447082,45.1426181307,2500
"215","10439",2018,6,-122.352447082,45.1426181307,2500
"216","10439",2018,7,-122.352447082,45.1426181307,2500
"217","10439",2019,1,-122.35101526506,45.1419340211459,2500
"218","10439",2019,2,-122.35101526506,45.1419340211459,2500
"219","10439",2019,3,-122.35101526506,45.1419340211459,2500
"220","10439",2019,4,-122.35101526506,45.1419340211459,2500
"221","10439",2019,5,-122.35101526506,45.1419340211459,2500
"222","10439",2019,6,-122.35101526506,45.1419340211459,2500
"223","10439",2019,7,-122.35101526506,45.1419340211459,2500
